id,question,is_impossible,gold_answers,main_gold_answer,predicted_answer,predicted_no_answer,exact_match,f1,bert_score,reranked_rank,chunk_id,section_title,retrieval_score,reranker_score
chunk_0008_q2,Quale tipo di rocce costituisce il cono dell’Etna?,False,"['materiali basaltici e doloritici', 'basaltici e doloritici']",materiali basaltici e doloritici,La risposta non è presente nel contesto.,True,0,0.0,0.2349631839460926,1,chunk_0008,POCHE NOTE DI GEOLOGIA,0.8391158580780029,0.4377671480178833
chunk_0008_q3,In quale tratto della costa orientale siciliana si manifestò un movimento contrario alla sommersione di Capo Peloro?,False,"['sulla costa orientale dal Simeto ad Alcantara', 'costa orientale dal Simeto ad Alcantara', 'dal Simeto ad Alcantara', 'Simeto ad Alcantara']",sulla costa orientale dal Simeto ad Alcantara,dal Simeto ad Alcantara.,False,1,1.0,0.9147631611886027,1,chunk_0008,POCHE NOTE DI GEOLOGIA,0.8032351732254028,0.9749414920806885
chunk_0009_q1,Quali scogli e rupi basaltiche sono considerati come avanzi dei vulcanetti della piana neozoica?,False,"['gli scogli e rupi basaltiche dei ciclopi, di Aci-Castello, di Motta S. Anastasia, di Paternò, ecc.', 'scogli e rupi basaltiche dei ciclopi, di Aci-Castello, di Motta S. Anastasia, di Paternò, ecc.', 'dei ciclopi, di Aci-Castello, di Motta S. Anastasia, di Paternò, ecc.']","gli scogli e rupi basaltiche dei ciclopi, di Aci-Castello, di Motta S. Anastasia, di Paternò, ecc.","ciclopi,",False,0,0.15384615384615385,0.02734954282641411,1,chunk_0009,POCHE NOTE DI GEOLOGIA,0.8944054841995239,0.9999113082885742
chunk_0009_q2,"Quale termine scelse De Lorenzo per definire gli avanzi basaltici, riscontrandovi una somiglianza con analoghe formazioni scozzesi?",False,['necks subetnei'],necks subetnei,"necks subetnei,",False,1,1.0,0.9726133657713945,1,chunk_0009,POCHE NOTE DI GEOLOGIA,0.8171625137329102,0.537972629070282
chunk_0009_q3,"In quale piana geologica, situata a meridione del vulcano Etna, si formarono originariamente i numerosi vulcanetti secondari?",False,"['piana neozoica', 'neozoica']",piana neozoica,La risposta non è presente nel contesto.,True,0,0.0,0.9592571258544922,1,chunk_0009,POCHE NOTE DI GEOLOGIA,0.8363717198371887,0.9778052568435669
chunk_0009_unanswerable_1,Quale campione di roccia permise a De Lorenzo di confrontare i necks subetnei con quelli scozzesi?,True,[],,La risposta non è presente nel contesto.,True,1,1.0,0.8601229786872864,1,chunk_0009,POCHE NOTE DI GEOLOGIA,0.78773033618927,0.6928049921989441
chunk_0010_q1,"Secondo lo storico Scinà Domenco, da quale area proveniva la gente descritta come incivile, che arrivò in Sicilia attraversando il mare con primitivi mezzi di navigazione?",False,"[""dall'Africa settentrionale"", 'Africa settentrionale']",dall'Africa settentrionale,dall'Africa settentrionale,False,1,1.0,0.9965413175505091,1,chunk_0010,I PRIMI ABITATORI DELLA TERRA D'ACI,0.8453648090362549,0.3277279734611511
chunk_0010_q2,Come si chiamavano le caratteristiche costruzioni difensive innalzate mettendo pietre su pietre senza interposizione di altro materiale?,False,"['Ciclopiche', '« Ciclopiche »']",Ciclopiche,Ciclopiche,False,1,1.0,1.9188839830594588,1,chunk_0010,I PRIMI ABITATORI DELLA TERRA D'ACI,0.81192946434021,0.8788748979568481
chunk_0010_q3,Quale grotta viene indicata come una delle abitazioni troglodite legate al Castello di Aci Castello?,False,"['quella grotta che si apre sul lato nord-est del Castello', 'quella grotta che si apre sul lato nord-est', 'grotta che si apre sul lato nord-est del Castello', 'grotta che si apre sul lato nord-est']",quella grotta che si apre sul lato nord-est del Castello,grotta dell'Eremita,False,0,0.18181818181818182,0.07295848429203033,1,chunk_0011,I PRIMI ABITATORI DELLA TERRA D'ACI,0.841631293296814,0.987747073173523
chunk_0010_unanswerable_1,Quale sito archeologico della terra d'Aci conserva tracce certe delle costruzioni ciclopiche primitive?,True,[],,La risposta non è presente nel contesto.,True,1,1.0,0.7326018810272217,1,chunk_0010,I PRIMI ABITATORI DELLA TERRA D'ACI,0.8724784851074219,0.6256859302520752
chunk_0011_q1,In quale secolo il B. Ruffino o Rosignano si rifugiò nell'isoletta Lachea per scampare alle persecuzioni?,False,"['nel secolo VII', 'secolo VII', 'VII']",nel secolo VII,secolo VII,False,1,1.0,0.4843088388442993,1,chunk_0011,I PRIMI ABITATORI DELLA TERRA D'ACI,0.807714581489563,0.9991632699966431
chunk_0011_q2,Chi si rifugiò nell'isoletta Lachea per scampare alle persecuzioni?,False,"['il B. Ruffino o Rosignano vescovo di Bisanzio', 'B. Ruffino o Rosignano vescovo di Bisanzio', 'il B. Ruffino o Rosignano', 'B. Ruffino o Rosignano', 'vescovo di Bisanzio']",il B. Ruffino o Rosignano vescovo di Bisanzio,"B. Ruffino o Rosignano vescovo di Bisanzio,",False,1,1.0,0.5932050347328186,1,chunk_0011,I PRIMI ABITATORI DELLA TERRA D'ACI,0.8174095153808594,0.9916731715202332
chunk_0011_unanswerable_1,Quale fonte antica descrive l'esatta posizione della grotta dell'Eremita sull'isoletta Lachea?,True,[],,La risposta non è presente nel contesto.,True,1,1.0,0.24486078321933746,1,chunk_0011,I PRIMI ABITATORI DELLA TERRA D'ACI,0.8395400047302246,0.7363006472587585
chunk_0012_q1,In quale anno gli Ateniesi compirono una guerra di distruzione contro Akis?,False,"['Nel 414 a.C.', '414 a.C.']",Nel 414 a.C.,414 a.C.,False,1,1.0,0.8975714543630602,1,chunk_0012,PRIME GUERRE NEL TERRITORIO D'ACI,0.8063031435012817,0.994907557964325
chunk_0012_q2,Chi comandava i Cartaginesi nel 396 a.C.?,False,['Imilcone'],Imilcone,"Imilcone,",False,1,1.0,0.9782494759256224,1,chunk_0012,PRIME GUERRE NEL TERRITORIO D'ACI,0.8160731792449951,0.9733138084411621
chunk_0012_q3,In quale anno avvenne la tremenda eruzione dell'Etna che modificò la struttura della costa di Capo Xiphonio?,False,"['396 a.C.', '396']",396 a.C.,396 a.C.).,False,1,1.0,0.728330342535628,1,chunk_0012,PRIME GUERRE NEL TERRITORIO D'ACI,0.8375997543334961,0.9995827078819275
chunk_0013_q1,Chi era l'ammiraglio dei Cartaginesi nella battaglia navale fra Porto Ulixis e la Rupe di Akis?,False,"['Magone', ""L'ammiraglio Magone""]",Magone,"Magone,",False,1,1.0,0.9898847360182117,1,chunk_0013,PRIME GUERRE NEL TERRITORIO D'ACI,0.8684951066970825,0.9998761415481567
chunk_0013_q2,Chi era l'ammiraglio dei Siracusani nella battaglia navale fra Porto Ulixis e la Rupe di Akis?,False,"['Leptine', 'ammiraglio Leptine']",Leptine,Leptine.,False,1,1.0,0.9919990756061452,1,chunk_0013,PRIME GUERRE NEL TERRITORIO D'ACI,0.8645507097244263,0.9998468160629272
chunk_0013_q3,Dove aveva fatto nascondere molte delle sue navi l'ammiraglio Magone?,False,"['sotto la Rupe di Akis', 'dietro gli scogli dei Ciclopi (Scopolives)', 'alcune sotto la Rupe di Akis, altre dietro gli scogli dei Ciclopi (Scopolives)', 'sotto la Rupe di Akis, altre dietro gli scogli dei Ciclopi (Scopolives)']",sotto la Rupe di Akis,"sotto la Rupe di Akis,",False,1,1.0,0.7376026771235047,1,chunk_0013,PRIME GUERRE NEL TERRITORIO D'ACI,0.8424351215362549,0.9998550415039062
chunk_0013_unanswerable_1,Quale nave guidava Magone durante la battaglia navale fra Porto Ulixis e la Rupe di Akis?,True,[],,La risposta non è presente nel contesto.,True,1,1.0,0.8575717210769653,1,chunk_0013,PRIME GUERRE NEL TERRITORIO D'ACI,0.8763796091079712,0.9998078942298889
chunk_0014_q1,Chi fonda una meravigliosa città nei pressi dell'attuale Capo Mulini e una fortezza sul grande masso basaltico?,False,['Aci'],Aci,"Aci,",False,1,1.0,1.7743982990650693,1,chunk_0014,PRIME GUERRE NEL TERRITORIO D'ACI,0.8156541585922241,0.9758933186531067
chunk_0014_q2,In quale anno il Castello sarebbe stato edificato da Aci?,False,"['nel 1200 a.C.', '1200 a.C.']",nel 1200 a.C.,1200 a.C.,False,1,1.0,1.5433357161855383,2,chunk_0014,PRIME GUERRE NEL TERRITORIO D'ACI,0.8272444009780884,0.9794405698776245
chunk_0014_q3,Chi sposa la ninfa Galatea?,False,['Aci'],Aci,"Aci,",False,1,1.0,0.4769732548884349,1,chunk_0014,PRIME GUERRE NEL TERRITORIO D'ACI,0.8040049076080322,0.8341127038002014
chunk_0014_unanswerable_1,Quale fonte mitologica identifica Xiphonia Pallade come madre di Aci?,True,[],,La risposta non è presente nel contesto.,True,1,1.0,0.7393574714660645,1,chunk_0014,PRIME GUERRE NEL TERRITORIO D'ACI,0.8875823020935059,0.9757492542266846
chunk_0015_q1,Chi scagliò un masso enorme contro il pastore Aci uccidendolo?,False,['Polifemo'],Polifemo,"Polifemo,",False,1,1.0,0.9979102458073612,1,chunk_0015,PRIME GUERRE NEL TERRITORIO D'ACI,0.822625994682312,0.9950063228607178
chunk_0015_q2,In che cosa gli Dei trasformarono Aci?,False,"['in fiume', 'fiume']",in fiume,fiume,False,1,1.0,1.4414902722346596,1,chunk_0015,PRIME GUERRE NEL TERRITORIO D'ACI,0.8450167775154114,0.9993734955787659
chunk_0015_q3,Come si chiamò la borgata formata per ricordare il nome di Platano?,False,"['Aci - Platani', '« Aci - Platani »']",Aci - Platani,Aci - Platani,False,1,1.0,0.9322760456561809,2,chunk_0015,PRIME GUERRE NEL TERRITORIO D'ACI,0.799250602722168,0.986047625541687
chunk_0015_unanswerable_1,Quale luogo preciso viene indicato come tomba di Platano nella leggenda di Aci e Galatea?,True,[],,La risposta non è presente nel contesto.,True,1,1.0,0.9840843677520752,1,chunk_0016,PRIME GUERRE NEL TERRITORIO D'ACI,0.8571789264678955,0.7513400316238403
chunk_0016_q1,Quale fiume dell'antichità scorreva vicino a dove oggi è la Reitana e si congiungeva al mare nei pressi di Capo Mulini?,False,"['Aci', 'Akis', 'Jaci']",Aci,Aci,False,1,1.0,0.44868362003035145,1,chunk_0016,PRIME GUERRE NEL TERRITORIO D'ACI,0.8246681690216064,0.997113823890686
chunk_0016_q2,Che cosa significa in greco il nome Akis?,False,['punta'],punta,"punta,",False,1,1.0,0.9940225030295551,1,chunk_0016,PRIME GUERRE NEL TERRITORIO D'ACI,0.8452928066253662,0.9997761845588684
chunk_0016_unanswerable_1,A partire da quale secolo i pescatori della costa hanno iniziato a usare il termine Jaci per indicare la barra del timone?,True,[],,La risposta non è presente nel contesto.,True,1,1.0,0.8858577609062195,1,chunk_0017,PRIME GUERRE NEL TERRITORIO D'ACI,0.8222069144248962,0.818523108959198
chunk_0017_q1,"Chi, nella leggenda, scagliò dalle pendici dell'Etna alcuni grandi macigni per invidia di Ulisse?",False,['Polifemo'],Polifemo,"Polifemo,",False,1,1.0,1.9949730504195031,1,chunk_0017,PRIME GUERRE NEL TERRITORIO D'ACI,0.8281387090682983,0.91367506980896
chunk_0017_q2,Dopo quale guerra Ulisse fu ricevuto con sommi onori da Aci e Galatea?,False,"['la guerra di Troia', 'guerra di Troia', 'Troia']",la guerra di Troia,Troia,False,1,1.0,1.323440312560706,1,chunk_0017,PRIME GUERRE NEL TERRITORIO D'ACI,0.8402277827262878,0.9330704808235168
chunk_0017_q3,In quale elemento naturale si vuole individuare i grandi macigni scagliati da Polifemo?,False,"['negli scogli dei Ciclopi', 'scogli dei Ciclopi']",negli scogli dei Ciclopi,scogli dei Ciclopi,False,1,1.0,1.1538618498234428,1,chunk_0017,PRIME GUERRE NEL TERRITORIO D'ACI,0.8369081020355225,0.5555298328399658
chunk_0018_q1,"Nei tempi antichi, in che cosa si credeva consistesse la terra?",False,"['un esiguo disco di terreno asciutto', 'esiguo disco di terreno asciutto']",un esiguo disco di terreno asciutto,un esiguo disco di terreno asciutto,False,1,1.0,0.5499193668365479,1,chunk_0018,PRIME GUERRE NEL TERRITORIO D'ACI,0.84820556640625,0.9999802112579346
chunk_0018_q2,Che cosa circondava interamente la terra nei tempi antichi?,False,"[""le acque dell'oceano"", ""acque dell'oceano"", 'oceano']",le acque dell'oceano,acque dell'oceano,False,1,1.0,0.9512294566084165,1,chunk_0018,PRIME GUERRE NEL TERRITORIO D'ACI,0.8414791822433472,0.9997243285179138
chunk_0018_unanswerable_1,Quale autore antico spiegò per primo il significato del nome Jaci usato dai pescatori?,True,[],,La risposta non è presente nel contesto.,True,1,1.0,0.9687713384628296,1,chunk_0016,PRIME GUERRE NEL TERRITORIO D'ACI,0.8514928817749023,0.892393171787262
chunk_0019_q1,"In quale anno Saturno avrebbe regnato in Sicilia, secondo Diodoro?",False,"[""verso l'anno 2300 a. C."", '2300 a. C']",verso l'anno 2300 a. C.,2300 a. C.,False,1,1.0,0.6862268538679928,1,chunk_0019,LA STORIA DI ROCCA SATURNIA,0.8392448425292969,0.9996387958526611
chunk_0019_q2,Come chiamarono i Romani la Rupe di Akis per via dell'epigrafe citata?,False,"['Rocca Saturnia', '« Rocca Saturnia »']",Rocca Saturnia,Rocca Saturnia,False,1,1.0,0.36529380083084106,1,chunk_0019,LA STORIA DI ROCCA SATURNIA,0.8277590274810791,0.9981999397277832
chunk_0019_q3,A chi il Senato Catanese ordinò di cedere il comando della Saturnia d'Aci per la poca fedeltà dimostrata?,False,['Armenide'],Armenide,"Armenide,",False,1,1.0,1.0116205122139945,1,chunk_0019,LA STORIA DI ROCCA SATURNIA,0.8749357461929321,0.9992042183876038
chunk_0019_unanswerable_1,Quale copia dell'epigrafe di Rocca Saturnia fu conservata negli archivi del Senato Catanese?,True,[],,La risposta non è presente nel contesto.,True,1,1.0,0.8290908932685852,1,chunk_0019,LA STORIA DI ROCCA SATURNIA,0.8434838652610779,0.917007327079773
chunk_0020_q1,In quale anno i Romani occuparono Catania e la rupe di Akis?,False,"['263 a. C.', 'Nel 263 a. C.']",263 a. C.,263 a. C.,False,1,1.0,0.8272512187977554,1,chunk_0020,PERIODO ROMANO,0.8724023103713989,0.9999234676361084
chunk_0020_q3,In quale anno Belisario occupò la rocca e vi stabilì un presidio militare?,False,"['535', '535 d. C.', 'anno 535 d. C.', ""l'anno 535 d. C.""]",535,535,False,1,1.0,1.4359923322190298,1,chunk_0020,PERIODO ROMANO,0.8317053914070129,0.8637538552284241
chunk_0020_unanswerable_1,Quale reperto romano conferma con certezza l'esistenza di un presidio stabile sulla rupe di Akis?,True,[],,La risposta non è presente nel contesto.,True,1,1.0,0.4928073585033417,1,chunk_0020,PERIODO ROMANO,0.8496614098548889,0.3564359247684479
chunk_0021_q1,In quale anno fu espugnata la rocca dai Musulmani?,False,"['17 luglio del 902 d. C.', '902 d. C.']",17 luglio del 902 d. C.,902 d. C.,False,1,1.0,0.5293742828071117,1,chunk_0021,PERIODO ROMANO,0.8208544254302979,0.9708122611045837
chunk_0021_q2,In quale anno risale l'ultima ricostruzione del Castello?,False,"[""all'anno 1092"", '1092', 'anno 1092']",all'anno 1092,1092.,False,1,1.0,0.9845030040542042,1,chunk_0021,PERIODO ROMANO,0.8418542146682739,0.9998189806938171
chunk_0021_q3,"Secondo alcuni storici, da chi fu espugnata la rocca prima del 1092?",False,"['dai Musulmani', 'Musulmani']",dai Musulmani,dai Musulmani,False,1,1.0,0.6833970546722412,1,chunk_0021,PERIODO ROMANO,0.8294910192489624,0.9992371797561646
chunk_0022_q1,Durante quale fase storica la popolazione locale di Akis ottenne benefici tali da far considerare quell'era eccezionale sotto certi aspetti?,False,"['il periodo di dominazione Saracena', 'periodo di dominazione Saracena', 'dominazione Saracena', 'Saracena']",il periodo di dominazione Saracena,il periodo di dominazione Saracena,False,1,1.0,0.4959571957588196,1,chunk_0022,PERIODO SARACENO,0.82909095287323,0.9585403203964233
chunk_0022_q2,Intorno a quale anno a Siracusa avvenne l'episodio che servì ai Saraceni come movente per sbarcare in Sicilia?,False,"[""Intorno all'800 d. C."", '800 d. C.', ""all'800 d. C.""]",Intorno all'800 d. C.,all'800 d. C.,False,1,1.0,1.1515861693187617,2,chunk_0022,PERIODO SARACENO,0.8380124568939209,0.9733116626739502
chunk_0022_q3,Chi rivestiva la carica di capitano della milizia a Siracusa intorno all'800 d. C.?,False,['Eufemio'],Eufemio,Eufemio,False,1,1.0,1.9395469669289014,2,chunk_0022,PERIODO SARACENO,0.8266896605491638,0.8953675627708435
chunk_0022_unanswerable_1,Quale autorità nominò Eufemio capitano della milizia a Siracusa intorno all'800 d. C.?,True,[],,La risposta non è presente nel contesto.,True,1,1.0,0.758023738861084,1,chunk_0023,PERIODO SARACENO,0.8465574383735657,0.9882822632789612
chunk_0023_q1,"In quale città, intorno all'800 d. C., Eufemio rivestiva la carica di capitano della milizia?",False,['Siracusa'],Siracusa,Siracusa,False,1,1.0,1.9898524021500634,2,chunk_0022,PERIODO SARACENO,0.8077540397644043,0.7560428380966187
chunk_0023_q2,Dove si rifugiò Eufemio quando capì che le cose si mettevano male per lui?,False,"['Tripoli', 'a Tripoli']",Tripoli,Tripoli.,False,1,1.0,0.9904540945135523,2,chunk_0023,PERIODO SARACENO,0.825225830078125,0.9872334003448486
chunk_0023_q3,Dove preparò la sua vendetta Eufemio dopo la fuga?,False,"['In Africa', 'Africa']",In Africa,Africa,False,1,1.0,0.9421131610870361,1,chunk_0024,PERIODO SARACENO,0.823677659034729,0.9988299012184143
chunk_0023_unanswerable_1,Quale convento di Siracusa accolse la fanciulla perseguitata da Eufemio?,True,[],,La risposta non è presente nel contesto.,True,1,1.0,0.8426603674888611,2,chunk_0023,PERIODO SARACENO,0.8486450910568237,0.961605966091156
chunk_0024_q1,In quale anno Siracusa si arrese ai Saraceni?,False,"['878', ""L'anno 878"", 'anno 878']",878,878,False,1,1.0,1.994874894618988,1,chunk_0024,PERIODO SARACENO,0.8327327966690063,0.9847041368484497
chunk_0024_q2,Da quante navi era formata la spedizione saracena affidata a Eufemio dopo la sua fuga in Africa?,False,"['100', '100 navi', 'da 100 navi']",100,100,False,1,1.0,0.5069649815559387,1,chunk_0024,PERIODO SARACENO,0.8493695259094238,0.9987149238586426
chunk_0024_q3,Chi ordinò la distruzione totale del Castello e volle che le pietre fossero buttate in mare?,False,"[""l'Emiro Ibrahim"", 'Emiro Ibrahim', 'Ibrahim']",l'Emiro Ibrahim,"l'Emiro Ibrahim,",False,1,1.0,0.9912125675582502,1,chunk_0025,PERIODO SARACENO,0.8088406324386597,0.99989914894104
chunk_0024_unanswerable_1,Quale cronista descrisse il numero dei prigionieri catturati dai Siracusani dopo lo sbarco di Eufemio?,True,[],,La risposta non è presente nel contesto.,True,1,1.0,0.23855249530379297,4,chunk_0012,PRIME GUERRE NEL TERRITORIO D'ACI,0.7828010320663452,0.014318343251943588
chunk_0025_q1,In quale anno i Saraceni espugnarono il Castello di Aci Castello dopo la caduta di Catania?,False,"['902', 'Nel 902']",902,902,False,1,1.0,0.9690262787644315,1,chunk_0025,PERIODO SARACENO,0.8672295808792114,0.9999696016311646
chunk_0025_q2,Perché gli abitanti di Akis lasciarono le loro abitazioni e si raccolsero intorno alla Rupe?,False,"['per paura dei predoni', 'paura dei predoni', 'predoni']",per paura dei predoni,"paura dei predoni,",False,1,1.0,0.6015158263035119,1,chunk_0025,PERIODO SARACENO,0.8484578728675842,0.9998394250869751
